t_5s,fr_cool,T_in,duty,T_chamber,T_cool,gap,T_out
13417,16.669,239.749,222.093,1099.2456,148.29925,35.59,165.558
13418,16.671,239.868,222.093,1099.2456,148.255,35.49,165.558
13419,16.671,239.846,222.093,1099.2456,148.32475,35.48,165.558
13420,16.669,240.712,222.093,1099.2456,148.3275,35.44,165.558
13421,16.669,241.318,222.093,1099.2456,148.3115,35.47,165.558
13422,16.671,241.849,222.093,1099.2456,148.2565,35.36,163.536
13423,16.671,242.985,222.093,1099.2456,148.2845,35.44,163.17
13424,16.671,244.263,222.093,1099.2456,148.27275,35.43,163.17
13425,16.669,245.8,222.093,1099.2456,148.2995,35.33,163.17
13426,16.671,246.59,222.093,1099.2456,148.2875,35.33,163.17
13427,16.669,247.369,222.093,1099.2456,148.2845,35.42,163.17
13428,16.671,247.564,222.093,1099.2456,148.289,35.31,163.17
13429,16.671,247.867,222.093,1099.2456,148.30375,35.4,163.146
13430,16.671,247.943,222.093,1099.2456,148.32875,35.3,163.17
13431,16.669,248.3,222.093,1099.2456,148.34225,35.29,163.17
13432,16.669,248.636,222.093,1099.2456,148.3275,35.29,161.22
13433,16.671,249.707,222.093,1099.2456,148.28325,35.29,160.782
13434,16.669,250.064,222.093,1099.2456,148.29925,35.3,160.752
13435,16.671,249.642,222.093,1099.2456,148.26825,35.29,160.782
13436,16.671,249.047,222.093,1099.2456,148.31425,35.29,160.752
13437,16.669,247.943,222.093,1099.2456,148.30075,35.38,160.752
13438,16.671,247.38,222.093,1099.2456,148.2565,35.32,160.752
13439,16.671,246.655,222.093,1099.2456,148.33025,35.32,160.752
13440,16.673,246.059,222.093,1099.2456,148.33025,35.46,160.782
13441,16.666,245.594,222.093,1099.2456,148.30075,35.42,160.752
13442,16.671,245.042,222.093,1099.2456,148.286,35.48,160.752
13443,16.669,244.566,222.093,1099.2456,148.3155,35.5,159.744
13444,16.671,243.754,222.093,1099.2456,148.30375,35.55,159.588
13445,16.666,244.133,222.093,1099.2456,148.24025,35.6,159.588
13446,16.673,244.143,222.093,1099.2456,148.2685,35.6,159.558
13447,16.671,244.306,222.093,1099.2456,148.33475,35.62,159.588
13448,16.666,243.429,222.093,1099.2456,148.30075,35.65,159.588
13449,16.671,242.909,222.093,1099.2456,148.33025,35.71,159.588
13450,16.669,241.979,222.093,1099.2456,148.34375,35.74,159.588
13451,16.669,240.658,222.093,1099.2456,148.27125,35.79,159.588
13452,16.671,240.117,222.093,1099.2456,148.39375,35.82,159.588
13453,16.671,240.182,222.093,1099.2456,148.33175,35.84,160.782
13454,16.671,239.088,222.093,1099.2456,148.33325,35.88,160.782
13455,16.669,238.385,222.093,1099.2456,148.30525,35.92,160.782
13456,16.666,237.811,222.093,1099.2456,148.3185,35.96,160.782
13457,16.669,237.768,222.093,1099.2456,148.30225,35.98,160.782
13458,16.669,237.606,222.093,1099.2456,148.33625,35.99,160.752
13459,16.666,238.461,222.093,1099.2456,148.33625,35.99,160.752
13460,16.666,238.331,222.093,1099.2456,148.261,36,160.782
13461,16.671,237.53,222.093,1099.2456,148.2315,35.99,160.752
13462,16.669,237.681,222.093,1099.2456,148.27725,35.99,161.952
13463,16.666,237.67,222.093,1099.2456,148.32,35.97,161.976
13464,16.671,237.833,222.093,1099.2456,148.317,35.95,161.976
13465,16.669,238.894,222.093,1099.2456,148.3185,35.94,161.976
13466,16.666,238.309,222.093,1099.2456,148.3805,35.91,161.976
13467,16.669,238.298,222.093,1099.2456,148.348,35.87,161.976
13468,16.666,238.84,222.093,1099.2456,148.2905,35.84,161.952
13469,16.669,239.424,222.093,1099.2456,148.3185,35.8,161.952
13470,16.671,240.994,222.093,1099.2456,148.33475,35.75,161.976
13471,16.671,240.961,222.093,1099.2456,148.27425,35.7,161.976
13472,16.669,241.091,222.093,1099.2456,148.289,35.63,164.238
13473,16.671,240.745,222.093,1099.2456,148.2905,35.6,164.34
13474,16.666,240.864,222.093,1099.2456,148.30525,35.51,164.364
13475,16.666,240.355,222.093,1099.2456,148.30525,35.43,164.364
13476,16.666,240.853,222.093,1099.2456,148.24775,35.48,164.34
13477,16.666,241.665,222.093,1099.2456,148.32,35.47,164.364
13478,16.669,242.433,222.093,1099.2456,148.261,35.34,164.364
13479,16.671,242.444,222.093,1099.2456,148.3215,35.33,164.34
13480,16.666,241.719,222.093,1099.2456,148.32275,35.24,164.364
13481,16.671,242.108,222.093,1099.2456,148.39375,35.07,164.364
13482,16.669,242.877,222.093,1099.2456,148.24625,35.08,165.354
13483,16.669,243.483,222.093,1099.2456,148.308,35.02,165.558
13484,16.669,243.7,222.093,1099.2456,148.3495,35,165.558
13485,16.669,243.949,222.093,1099.2456,148.261,34.93,165.558
13486,16.669,242.433,222.093,1099.2456,148.2905,34.89,165.558
13487,16.666,242.585,222.093,1099.2456,148.32275,34.85,165.558
13488,16.671,242.866,222.093,1099.2456,148.33625,34.83,165.558
13489,16.669,243.05,222.093,1099.2456,148.30925,34.79,165.534
13490,16.669,242.65,222.093,1099.2456,148.261,34.77,165.558
13491,16.666,242.628,222.093,1099.2456,148.3215,34.75,165.558
13492,16.666,243.093,222.093,1099.2456,148.36425,34.73,165.558
13493,16.669,242.953,222.093,1099.2456,148.2905,34.75,165.558
13494,16.671,243.223,222.093,1099.2456,148.26225,34.72,165.558
13495,16.669,243.05,222.093,1099.2456,148.30675,34.72,165.558
13496,16.671,242.888,222.093,1099.2456,148.30675,34.71,165.534
13497,16.669,242.444,222.093,1099.2456,148.33625,34.74,165.558
13498,16.669,241.87,222.093,1099.2456,148.3215,34.73,165.558
13499,16.669,241.816,222.093,1099.2456,148.30675,34.72,165.558
13500,16.669,241.805,222.093,1099.2456,148.33775,34.8,165.558
13501,16.669,241.708,222.093,1099.2456,148.32275,34.82,165.558
13502,16.671,240.755,222.093,1099.2456,148.292,34.82,165.042
13503,16.664,240.582,222.093,1099.2456,148.367,34.85,164.34
13504,16.666,241.632,222.093,1099.2456,148.33625,34.85,164.34
13505,16.669,241.372,222.093,1099.2456,148.2785,34.83,164.34
13506,16.669,241.243,222.093,1099.2456,148.351,34.86,164.364
13507,16.666,241.675,222.093,1099.2456,148.31075,34.89,164.364
13508,16.671,242.303,222.093,1099.2456,148.308,34.91,164.34
13509,16.669,243.256,222.093,1099.2456,148.31225,34.92,164.364
13510,16.669,243.169,222.093,1099.2456,148.27975,34.91,164.34
13511,16.669,243.635,222.093,1099.2456,148.324,34.94,164.34
13512,16.666,243.526,222.093,1099.2456,148.324,34.95,162.078
13513,16.669,243.689,222.093,1099.2456,148.355,34.96,162
13514,16.669,244.23,222.093,1099.2456,148.32425,34.96,161.976
13515,16.669,244.479,222.093,1099.2456,148.34025,34.97,161.976
13516,16.666,244.317,222.093,1099.2456,148.34025,34.97,161.976
13517,16.669,244.165,222.093,1099.2456,148.3685,34.99,161.952
13518,16.669,244.306,222.093,1099.2456,148.28125,35,161.952
13519,16.669,243.721,222.093,1099.2456,148.2945,35.05,161.976
13520,16.666,243.635,222.093,1099.2456,148.28275,35.02,161.976
13521,16.671,242.552,222.093,1099.2456,148.25025,35,161.976
13522,16.669,242.444,222.093,1099.2456,148.308,35.04,160.104
13523,16.669,243.104,222.093,1099.2456,148.33625,35.04,159.588
13524,16.671,243.646,222.093,1099.2456,148.34025,35.05,159.588
13525,16.671,244.143,222.093,1099.2456,148.2945,35.04,159.588
13526,16.666,244.057,222.093,1099.2456,148.25175,35.04,159.588
13527,16.666,244.241,222.093,1099.2456,148.32425,35.02,159.558
13528,16.669,243.743,222.093,1099.2456,148.3375,35.09,159.588
13529,16.671,242.184,222.093,1099.2456,148.22075,35.11,159.588
13530,16.669,242.108,222.093,1099.2456,148.27975,35.11,159.588
13531,16.671,242.152,222.093,1099.2456,148.3685,35.09,159.588
13532,16.673,242.834,222.093,1099.2456,148.2945,35.08,158.388
13533,16.669,242.487,222.093,1099.2456,148.308,35.07,158.364
13534,16.669,242.357,222.093,1099.2456,148.29325,35.08,158.364
13535,16.669,241.611,222.093,1099.2456,148.36975,35.06,158.364
13536,16.669,241.134,222.093,1099.2456,148.32275,35.04,158.364
13537,16.669,240.701,222.093,1099.2456,148.34025,35.05,158.364
13538,16.669,240.095,222.093,1099.2456,148.36975,35.05,158.364
13539,16.669,239.749,222.093,1099.2456,148.308,35.05,158.364
13540,16.671,240.333,222.093,1099.2456,148.32125,35.09,158.364
13541,16.669,240.561,222.093,1099.2456,148.2785,35.11,158.388
13542,16.669,240.95,222.093,1099.2456,148.33625,35.03,158.388
13543,16.671,241.221,222.093,1099.2456,148.2785,35.05,158.388
13544,16.671,241.524,222.093,1099.2456,148.26375,34.97,158.364
13545,16.669,241.351,222.093,1099.2456,148.2785,34.97,158.364
13546,16.671,241.87,222.093,1099.2456,148.339,34.98,159.198
13547,16.669,242.292,222.093,1099.2456,148.30925,34.98,158.388
13548,16.669,241.6,222.093,1099.2456,148.35225,34.94,158.388
13549,16.671,241.091,222.093,1099.2456,148.26375,34.95,158.364
13550,16.669,240.712,222.093,1099.2456,148.29325,34.92,158.388
13551,16.673,239.879,222.093,1099.2456,148.2785,34.91,158.364
13552,16.669,240.03,222.093,1099.2456,148.2785,34.9,159.246
13553,16.671,240.799,222.093,1099.2456,148.2905,34.85,160.752
13554,16.671,241.178,222.093,1099.2456,148.2905,34.84,160.752
13555,16.673,241.784,222.093,1099.2456,148.27575,34.82,160.782
13556,16.673,242.347,222.093,1099.2456,148.234,34.8,160.752
13557,16.669,242.152,222.093,1099.2456,148.3215,34.78,160.752
13558,16.57,241.881,222.093,1099.2456,148.32275,34.77,160.782
13559,16.643,242.314,222.093,1099.2456,148.30925,34.75,160.752
13560,16.591,242.249,222.093,1099.2456,148.25025,34.72,160.752
13561,16.637,242.985,222.093,1099.2456,148.292,34.7,160.782
13562,16.669,243.646,222.093,1099.2456,148.32275,34.69,160.782
13563,16.669,243.83,222.093,1099.2456,148.35375,34.69,160.782
13564,16.671,244.501,222.093,1099.2456,148.308,34.68,160.782
13565,16.671,243.819,222.093,1099.2456,148.29325,34.68,160.782
13566,16.671,244.674,222.093,1099.2456,148.32275,34.66,160.752
13567,16.669,245.778,222.093,1099.2456,148.25025,34.68,160.782
13568,16.669,246.395,222.093,1099.2456,148.2785,34.65,160.752
13569,16.671,247.835,222.093,1099.2456,148.277,34.69,160.752
13570,16.671,248.83,222.093,1099.2456,148.33625,34.67,160.782
13571,16.666,249.491,222.093,1099.2456,148.249,34.68,160.752
13572,16.671,249.967,222.093,1099.2456,148.25025,34.69,161.922
13573,16.671,249.88,222.093,1099.2456,148.28125,34.7,161.952
13574,16.669,249.642,222.093,1099.2456,148.292,34.68,161.952
13575,16.669,249.144,222.093,1099.2456,148.2785,34.7,161.976
13576,16.671,248.365,222.093,1099.2456,148.237,34.75,161.976
13577,16.669,247.921,222.093,1099.2456,148.30925,34.76,161.976
13578,16.669,248.084,222.093,1099.2456,148.3375,34.76,161.952
13579,16.669,247.856,222.093,1099.2456,148.32125,34.78,161.976
13580,16.671,246.514,222.093,1099.2456,148.249,34.82,161.952
13581,16.671,246.178,222.093,1099.2456,148.32275,34.87,161.952
13582,16.669,245.637,222.093,1099.2456,148.24625,34.9,163.014
13583,16.669,245.388,222.093,1099.2456,148.28125,34.92,163.146
13584,16.671,243.548,222.093,1099.2456,148.3495,34.93,163.17
13585,16.671,243.169,222.093,1099.2456,148.29325,34.97,163.17
13586,16.666,242.487,222.093,1099.2456,148.26375,35.01,163.17
13587,16.666,241.091,222.093,1099.2456,148.29325,35.05,163.17
13588,16.671,240.68,222.093,1099.2456,148.2625,35.09,163.17
13589,16.669,239.922,222.093,1099.2456,148.29325,35.07,163.17
13590,16.666,238.526,222.093,1099.2456,148.30375,35.15,163.17
13591,16.671,237.8,222.093,1099.2456,148.32275,35.12,163.17
13592,16.671,237.335,222.093,1099.2456,148.25025,35.26,163.17
13593,16.671,236.621,222.093,1099.2456,148.30525,35.29,163.194
13594,16.669,235.798,222.093,1099.2456,148.249,35.31,163.17
13595,16.671,234.51,222.093,1099.2456,148.2595,35.33,163.17
13596,16.671,233.72,222.093,1099.2456,148.30525,35.36,163.17
13597,16.671,232.702,222.093,1099.2456,148.30925,35.42,163.17
13598,16.669,231.068,222.093,1099.2456,148.3095,35.44,163.17
13599,16.671,228.989,222.093,1099.2456,148.2905,35.46,163.17
13600,16.671,228.058,222.093,1099.2456,148.27575,35.5,163.17
13601,16.669,226.64,222.093,1099.2456,148.3095,35.54,163.146
13602,16.671,225.331,222.093,1099.2456,148.27725,35.57,163.662
13603,16.669,223.804,222.093,1099.2456,148.21925,35.55,164.34
13604,16.671,221.694,222.093,1099.2456,148.249,35.54,164.364
13605,16.671,220.351,222.093,1099.2456,148.29325,35.57,164.34
13606,16.669,218.154,222.093,1099.2456,148.27575,35.59,164.364
13607,16.671,217.212,222.093,1099.2456,148.308,35.51,164.34
13608,16.671,217.234,222.093,1099.2456,148.292,35.48,164.364
13609,16.671,216.498,222.093,1099.2456,148.23,35.44,164.34
13610,16.671,215.881,222.093,1099.2456,148.249,35.45,164.316
13611,16.671,214.831,222.093,1099.2456,148.26225,35.48,164.34
13612,16.671,213.63,222.093,1099.2456,148.23275,35.43,163.248
13613,16.671,212.872,222.093,1099.2456,148.20325,35.42,163.146
13614,16.671,211.649,222.093,1099.2456,148.27975,35.31,163.146
13615,16.669,210.469,222.093,1099.2456,148.27575,35.15,163.17
13616,16.669,210.101,222.093,1099.2456,148.249,35.16,163.17
13617,16.664,209.127,222.093,1099.2456,148.289,35.07,163.17
13618,16.671,208.347,222.093,1099.2456,148.2905,34.95,163.146
13619,16.671,207.46,222.093,1099.2456,148.2785,34.86,163.146
13620,16.671,206.399,222.093,1099.2456,148.2785,34.76,163.146
13621,16.666,205.273,222.093,1099.2456,148.261,34.66,163.146
13622,16.664,204.689,222.093,1099.2456,148.27575,34.54,161.61
13623,16.666,204.245,222.093,1099.2456,148.24175,34.44,160.752
13624,16.669,204.277,222.093,1099.2456,148.29325,34.32,160.752
13625,16.673,203.476,222.093,1099.2456,148.30375,34.18,160.752
13626,16.669,202.816,222.093,1099.2456,148.32125,34.05,160.752
13627,16.666,202.361,222.093,1099.2456,148.33325,33.96,160.752
13628,16.669,202.567,222.093,1099.2456,148.289,33.83,160.752
13629,16.666,202.708,222.093,1099.2456,148.24475,33.66,160.752
13630,16.669,201.961,222.093,1099.2456,148.30375,33.52,160.752
13631,16.666,200.835,222.093,1099.2456,148.33325,33.37,160.752
13632,16.669,201.008,222.093,1099.2456,148.261,33.25,159.588
13633,16.671,201.171,222.093,1099.2456,148.2905,33.1,158.442
13634,16.669,200.694,222.093,1099.2456,148.23425,32.94,158.364
13635,16.671,200.445,222.093,1099.2456,148.24625,32.78,159.534
13636,16.671,200.348,222.093,1099.2456,148.24475,32.62,159.588
13637,16.669,200.878,222.093,1099.2456,148.2315,32.46,159.588
13638,16.669,201.073,222.093,1099.2456,148.2905,32.25,159.588
13639,16.666,201.495,222.093,1099.2456,148.261,32.11,159.432
13640,16.671,201.993,222.093,1099.2456,148.21375,31.94,159.588
13641,16.666,202.838,222.093,1099.2456,148.2905,31.81,159.588
13642,16.669,203.076,222.093,1099.2456,148.2625,31.63,159.588
13643,16.666,202.296,222.093,1099.2456,148.2905,31.48,156
13644,16.671,202.188,222.093,1099.2456,148.27575,31.34,156
13645,16.666,202.74,222.093,1099.2456,148.249,31.18,155.976
13646,16.671,202.838,222.093,1099.2456,148.18725,31.03,155.976
13647,16.666,202.589,222.093,1099.2456,148.24625,30.9,156
13648,16.666,202.188,222.093,1099.2456,148.23,30.76,156
13649,16.666,201.387,222.093,1099.2456,148.2595,30.62,156
13650,16.673,200.846,222.093,1099.2456,148.24475,30.48,156
13651,16.666,201.712,222.093,1099.2456,148.258,30.38,156
13652,16.666,201.301,222.093,1099.2456,148.2285,30.24,155.454
13653,16.666,200.543,222.093,1099.2456,148.23,30.13,154.806
13654,16.669,200.532,222.093,1099.2456,148.30675,30.01,154.782
13655,16.669,200.337,222.093,1099.2456,148.187,29.9,154.782
13656,16.666,199.872,222.093,1099.2456,148.27425,29.79,154.782
13657,16.673,199.482,222.093,1099.2456,148.24475,29.65,154.782
13658,16.669,199.071,222.093,1099.2456,148.218,29.56,154.782
13659,16.669,199.309,222.093,1099.2456,148.2905,29.45,154.782
13660,16.666,199.861,222.093,1099.2456,148.3065,29.33,154.752
13661,16.671,200.153,222.093,1099.2456,148.24475,29.23,154.782
13662,16.669,200.662,222.093,1099.2456,148.24475,29.11,154.782
13663,16.669,200.651,222.093,1099.2456,148.171,29.02,153.66
13664,16.671,200.911,222.093,1099.2456,148.2005,28.94,153.612
13665,16.669,202.156,222.093,1099.2456,148.21375,28.85,153.582
13666,16.664,203.563,222.093,1099.2456,148.24475,28.77,153.582
13667,16.669,204.959,222.093,1099.2456,148.2595,28.68,153.612
13668,16.671,205.587,222.093,1099.2456,148.2595,28.58,153.582
13669,16.666,206.312,222.093,1099.2456,148.27575,28.52,153.582
13670,16.666,206.951,222.093,1099.2456,148.24625,28.41,153.582
13671,16.666,207.373,222.093,1099.2456,148.2285,28.33,153.612
13672,16.669,207.893,222.093,1099.2456,148.21225,28.28,153.582
13673,16.669,208.456,222.093,1099.2456,148.2755,28.18,152.418
13674,16.666,208.899,222.093,1099.2456,148.3185,28.09,152.418
13675,16.671,209.473,222.093,1099.2456,148.2875,28,152.418
13676,16.664,209.852,222.093,1099.2456,148.27575,27.91,152.388
13677,16.669,209.776,222.093,1099.2456,148.2595,27.86,152.388
13678,16.669,210.685,222.093,1099.2456,148.23,27.75,152.388
13679,16.666,211.356,222.093,1099.2456,148.21225,27.65,152.388
13680,16.671,212.071,222.093,1099.2456,148.28475,27.55,152.418
13681,16.666,211.735,222.093,1099.2456,148.289,27.47,152.388
13682,16.671,211.638,222.093,1099.2456,148.2595,27.4,150.726
13683,16.669,212.482,222.093,1099.2456,148.2595,27.36,149.946
13684,16.666,212.85,222.093,1099.2456,148.2595,27.29,149.946
13685,16.669,213.662,222.093,1099.2456,148.27425,27.23,149.946
13686,16.671,213.9,222.093,1099.2456,148.2595,27.16,149.922
13687,16.421,213.976,222.093,1099.2456,148.24325,27.11,149.922
13688,16.438,214.593,222.093,1099.2456,148.23125,27.04,149.922
13689,16.438,214.69,222.093,1099.2456,148.27575,27.03,149.946
13690,16.36,214.885,222.093,1099.2456,148.27575,26.97,149.922
13691,16.358,214.106,222.093,1099.2456,148.2595,26.95,149.922
13692,16.36,214.744,222.093,1099.2456,148.18425,26.9,146.622
13693,16.362,215.48,222.093,1099.2456,148.258,26.87,145.17
13694,16.362,215.015,222.093,1099.2456,148.26075,26.86,145.17
13695,16.436,215.275,222.093,1099.2456,148.24325,26.84,145.14
13696,15.869,214.993,222.093,1099.2456,148.2875,26.81,145.17
13697,15.987,214.517,222.093,1099.2456,148.24325,26.76,145.14
13698,16.096,214.993,222.093,1099.2456,148.23125,26.74,145.17
13699,15.953,215.253,222.093,1099.2456,148.289,26.74,145.14
13700,15.941,215.405,222.093,1099.2456,148.21375,26.73,145.17
13701,16.031,216.195,222.093,1099.2456,148.24325,26.72,145.17
13702,16.054,216.79,222.093,1099.2456,148.2595,26.72,143.814
13703,16.056,216.79,222.093,1099.2456,148.24475,26.72,141.558
13704,16.058,216.779,222.093,1099.2456,148.2285,26.72,141.558
13705,16.056,216.368,222.093,1099.2456,148.21375,26.73,141.582
13706,15.771,215.34,222.093,1099.2456,148.258,26.72,141.582
13707,15.752,215.61,222.093,1099.2456,148.2875,26.74,141.582
13708,15.752,216.325,222.093,1099.2456,148.23,26.74,140.388
13709,15.752,216.682,222.093,1099.2456,148.27125,26.78,141.528
13710,15.867,216.953,222.093,1099.2456,148.27125,26.78,141.558
13711,15.865,217.072,222.093,1099.2456,148.2565,26.78,141.582
13712,15.863,217.516,222.093,1099.2456,148.21375,26.81,138.234
13713,15.752,217.299,222.093,1099.2456,148.2285,26.81,138
13714,15.752,216.346,222.093,1099.2456,148.2285,26.82,138
13715,15.752,216.098,222.093,1099.2456,148.22425,26.86,138
13716,15.605,216.628,222.093,1099.2456,148.2165,26.86,138
13717,15.515,215.946,222.093,1099.2456,148.2005,26.89,138
13718,15.517,215.416,222.093,1099.2456,148.258,26.9,137.97
13719,15.559,215.773,222.093,1099.2456,148.2285,26.9,138
13720,15.538,216.66,222.093,1099.2456,148.27125,26.95,137.97
13721,15.557,216.747,222.093,1099.2456,148.27125,26.96,137.97
13722,15.557,216.336,222.093,1099.2456,148.2285,27,136.776
13723,15.395,216.487,222.093,1099.2456,148.21525,27,135.636
13724,15.506,215.448,222.093,1099.2456,148.286,27,135.582
13725,15.259,215.913,222.093,1099.2456,148.2565,27.02,136.308
13726,15.349,216.087,222.093,1099.2456,148.168,27.03,136.776
13727,15.189,215.924,222.093,1099.2456,148.165,27.03,136.776
13728,15.426,216.271,222.093,1099.2456,148.3155,27.06,136.776
13729,15.368,215.762,222.093,1099.2456,148.27125,27.08,136.776
13730,15.366,216,222.093,1099.2456,148.2405,27.08,136.776
13731,15.368,216.357,222.093,1099.2456,148.2285,27.08,136.776
13732,15.368,215.545,222.093,1099.2456,148.25525,27.09,136.776
13733,15.366,215.394,222.093,1099.2456,148.2565,27.09,136.776
13734,15.368,215.773,222.093,1099.2456,148.27125,27.1,137.946
13735,15.368,216.422,222.093,1099.2456,148.286,27.12,136.908
13736,15.368,216.411,222.093,1099.2456,148.1945,27.12,136.776
13737,15.366,217.429,222.093,1099.2456,148.27125,27.11,136.776
13738,15.271,218.49,222.093,1099.2456,148.239,27.08,136.776
13739,15.38,218.122,222.093,1099.2456,148.24325,27.08,137.97
13740,15.361,217.678,222.093,1099.2456,148.28475,27.08,136.956
13741,15.286,217.429,222.093,1099.2456,148.30075,27.08,136.776
13742,15.343,217.613,222.093,1099.2456,148.27275,27.08,140.364
13743,15.473,217.938,222.093,1099.2456,148.21225,27.08,140.364
13744,15.366,217.591,222.093,1099.2456,148.2285,27.04,140.364
13745,15.498,217.494,222.093,1099.2456,148.239,27.04,140.364
13746,15.735,217.18,222.093,1099.2456,148.2565,27.04,140.364
13747,15.557,218.381,222.093,1099.2456,148.21525,27.04,140.364
13748,15.557,218.381,222.093,1099.2456,148.24025,27.04,140.364
13749,15.557,218.078,222.093,1099.2456,148.1975,27.04,140.364
13750,15.559,218.068,222.093,1099.2456,148.25525,27.04,140.364
13751,15.557,218.544,222.093,1099.2456,148.2685,27.02,140.364
13752,15.559,219.172,222.093,1099.2456,148.196,27.02,141.402
13753,15.559,218.457,222.093,1099.2456,148.298,26.99,142.752
13754,15.557,218.522,222.093,1099.2456,148.1975,26.97,142.728
13755,15.559,219.442,222.093,1099.2456,148.286,26.95,142.752
13756,15.559,219.68,222.093,1099.2456,148.21075,26.97,142.752
13757,15.748,220.027,222.093,1099.2456,148.2875,26.96,142.752
13758,15.748,219.128,222.093,1099.2456,148.21225,26.95,142.776
13759,15.559,218.793,222.093,1099.2456,148.28475,26.94,142.752
13760,15.865,218.739,222.093,1099.2456,148.2405,26.94,142.752
13761,15.863,218.522,222.093,1099.2456,148.2565,26.9,142.752
13762,15.664,218.197,222.093,1099.2456,148.24175,26.89,144.78
13763,15.632,218.197,222.093,1099.2456,148.239,26.89,146.334
13764,15.632,217.624,222.093,1099.2456,148.28325,26.89,146.334
13765,15.632,216.509,222.093,1099.2456,148.27275,26.88,146.334
13766,15.733,215.621,222.093,1099.2456,148.22425,26.87,146.334
13767,15.808,215.416,222.093,1099.2456,148.2685,26.86,146.334
13768,15.685,214.701,222.093,1099.2456,148.2405,26.86,146.334
13769,16.033,214.972,222.093,1099.2456,148.2255,26.86,146.334
13770,15.815,214.333,222.093,1099.2456,148.329,26.86,146.334
13771,15.792,214.149,222.093,1099.2456,148.255,26.84,146.334
13772,15.827,214.247,222.093,1099.2456,148.239,26.83,147.534
13773,15.857,214.474,222.093,1099.2456,148.227,26.83,147.558
13774,15.882,213.684,222.093,1099.2456,148.2565,26.81,147.558
13775,15.863,213.738,222.093,1099.2456,148.2405,26.8,147.558
13776,15.861,213.5,222.093,1099.2456,148.2255,26.78,147.558
13777,16.05,212.829,222.093,1099.2456,148.2255,26.75,147.558
13778,16.024,212.623,222.093,1099.2456,148.2995,26.74,147.558
13779,15.75,212.071,222.093,1099.2456,148.25525,26.74,147.558
13780,15.867,212.017,222.093,1099.2456,148.21375,26.74,148.152
13781,16.018,211.865,222.093,1099.2456,148.28475,26.74,147.558
13782,15.938,212.645,222.093,1099.2456,148.258,26.73,148.674
13783,15.943,211.703,222.093,1099.2456,148.24025,26.7,148.728
13784,15.941,211.346,222.093,1099.2456,148.286,26.69,148.752
13785,15.943,210.068,222.093,1099.2456,148.286,26.69,148.752
13786,15.938,208.889,222.093,1099.2456,148.2565,26.67,148.752
13787,15.941,208.607,222.093,1099.2456,148.18275,26.66,148.752
13788,15.938,208.066,222.093,1099.2456,148.1975,26.65,148.752
13789,15.941,207.655,222.093,1099.2456,148.27125,26.62,148.752
13790,15.938,207.016,222.093,1099.2456,148.258,26.62,148.752
13791,15.941,206.139,222.093,1099.2456,148.24325,26.62,148.752
13792,15.938,205.793,222.093,1099.2456,148.227,26.6,148.752
13793,15.938,205.62,222.093,1099.2456,148.27275,26.58,148.752
13794,15.941,205.154,222.093,1099.2456,148.2285,26.53,148.728
13795,15.938,205.143,222.093,1099.2456,148.2595,26.5,148.728
13796,15.943,205.057,222.093,1099.2456,148.286,26.47,148.752
13797,15.941,205.338,222.093,1099.2456,148.2565,26.43,148.752
13798,15.941,205.684,222.093,1099.2456,148.21225,26.4,148.752
13799,15.941,206.074,222.093,1099.2456,148.21375,26.39,147.582
13800,15.938,206.745,222.093,1099.2456,148.258,26.37,148.728
13801,15.943,206.81,222.093,1099.2456,148.258,26.31,147.66
13802,15.901,206.734,222.093,1099.2456,148.26975,26.27,147.558
13803,15.878,206.182,222.093,1099.2456,148.24325,26.23,146.49
13804,15.903,206.345,222.093,1099.2456,148.29925,26.18,146.364
13805,15.783,205.76,222.093,1099.2456,148.33175,26.12,146.334
13806,15.75,205.695,222.093,1099.2456,148.286,26.1,146.334
13807,15.748,206.107,222.093,1099.2456,148.2565,26.02,147.534
13808,15.75,205.739,222.093,1099.2456,148.2875,25.98,147.558
13809,15.745,205.273,222.093,1099.2456,148.2995,25.93,147.534
13810,15.75,204.559,222.093,1099.2456,148.227,25.88,147.534
13811,15.748,205.067,222.093,1099.2456,148.2565,25.81,147.534
13812,15.75,205.154,222.093,1099.2456,148.227,25.75,146.334
13813,15.748,205.641,222.093,1099.2456,148.24175,25.73,146.334
13814,15.75,205.63,222.093,1099.2456,148.27125,25.69,146.334
13815,15.748,205.338,222.093,1099.2456,148.33325,25.65,146.334
13816,15.75,205.024,222.093,1099.2456,148.286,25.58,146.334
13817,15.586,206.009,222.093,1099.2456,148.21375,25.54,146.334
13818,15.737,206.908,222.093,1099.2456,148.2595,25.48,146.334
13819,15.792,207.849,222.093,1099.2456,148.2875,25.45,146.334
13820,15.653,208.434,222.093,1099.2456,148.26975,25.4,146.334
13821,15.75,207.622,222.093,1099.2456,148.33025,25.37,146.334
13822,15.617,207.297,222.093,1099.2456,148.27425,25.31,145.17
13823,15.682,207.427,222.093,1099.2456,148.27425,25.27,143.97
13824,15.754,207.47,222.093,1099.2456,148.2595,25.24,143.97
13825,15.613,206.789,222.093,1099.2456,148.289,25.18,143.97
13826,15.439,206.258,222.093,1099.2456,148.258,25.13,143.97
13827,15.546,206.269,222.093,1099.2456,148.18425,25.1,143.97
13828,15.554,206.854,222.093,1099.2456,148.2875,25.05,143.946
13829,15.389,207.135,222.093,1099.2456,148.261,25.02,143.946
13830,15.548,207.849,222.093,1099.2456,148.289,24.98,143.97
